ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0005886	plasma membrane	617	147	Afu1g00350,Afu1g00970,Afu1g01550,Afu1g02130,Afu1g02480,Afu1g03950,Afu1g04390,Afu1g04870,Afu1g07300,Afu1g07700,Afu1g09580,Afu1g10930,Afu1g11580,Afu1g11830,Afu1g12250,Afu1g12620,Afu1g12850,Afu1g13360,Afu1g14340,Afu1g14780,Afu1g16040,Afu1g16340,Afu1g17470,Afu1g17570,Afu2g00420,Afu2g01270,Afu2g01590,Afu2g02310,Afu2g02430,Afu2g03860,Afu2g04400,Afu2g05350,Afu2g07910,Afu2g07940,Afu2g08230,Afu2g08600,Afu2g09070,Afu2g09090,Afu2g14060,Afu2g14570,Afu2g14590,Afu2g15090,Afu2g15410,Afu2g17170,Afu2g17810,Afu2g17890,Afu3g00220,Afu3g00540,Afu3g01030,Afu3g01520,Afu3g01630,Afu3g01940,Afu3g02110,Afu3g02610,Afu3g02980,Afu3g03190,Afu3g03310,Afu3g06130,Afu3g08180,Afu3g09740,Afu3g10770,Afu3g10820,Afu3g11660,Afu3g12350,Afu3g12830,Afu3g13660,Afu3g13790,Afu3g13980,Afu3g14330,Afu3g14440,Afu3g14640,Afu3g15380,Afu4g00140,Afu4g00470,Afu4g00480,Afu4g00800,Afu4g00920,Afu4g03110,Afu4g03390,Afu4g04150,Afu4g07590,Afu4g08130,Afu4g08800,Afu4g09410,Afu4g09660,Afu4g09990,Afu4g10210,Afu4g14670,Afu5g00160,Afu5g00260,Afu5g00420,Afu5g00930,Afu5g01080,Afu5g01230,Afu5g01310,Afu5g01960,Afu5g02290,Afu5g03800,Afu5g05640,Afu5g06290,Afu5g06720,Afu5g07780,Afu5g07880,Afu5g08130,Afu5g08410,Afu5g08420,Afu5g09510,Afu5g09750,Afu5g09900,Afu5g10140,Afu5g10590,Afu5g10690,Afu5g11020,Afu5g12950,Afu5g14940,Afu6g02170,Afu6g02810,Afu6g03060,Afu6g03200,Afu6g03320,Afu6g05260,Afu6g06560,Afu6g06640,Afu6g06960,Afu6g07470,Afu6g09550,Afu6g09710,Afu6g10990,Afu6g11800,Afu6g11810,Afu6g13350,Afu6g14140,Afu6g14530,Afu7g00390,Afu7g01790,Afu7g03740,Afu7g04660,Afu7g04970,Afu7g05060,Afu7g05100,Afu7g06570,Afu7g07120,Afu8g01180,Afu8g04430,Afu8g05710,Afu8g06210,Afu8g07370,	23.8	2.61	3.53	1.24363221621e-29	3.60653342702e-28	3.60653342702e-28
GO:0005783	endoplasmic reticulum	337	97	Afu1g03020,Afu1g03150,Afu1g04720,Afu1g05000,Afu1g05120,Afu1g05870,Afu1g08970,Afu1g09050,Afu1g09090,Afu1g09540,Afu1g11150,Afu1g11200,Afu1g14780,Afu1g14870,Afu1g14940,Afu1g16510,Afu1g16850,Afu2g01160,Afu2g01590,Afu2g02980,Afu2g05200,Afu2g06295,Afu2g07940,Afu2g08370,Afu2g08600,Afu2g08630,Afu2g08740,Afu2g09470,Afu2g10930,Afu2g11080,Afu2g11240,Afu2g11540,Afu2g13910,Afu2g14060,Afu2g14220,Afu2g14380,Afu2g15030,Afu2g15230,Afu3g06130,Afu3g06901,Afu3g08410,Afu3g10230,Afu3g11980,Afu3g12840,Afu3g13790,Afu4g03040,Afu4g06890,Afu4g07590,Afu4g08100,Afu4g09660,Afu4g10270,Afu4g10470,Afu4g11280,Afu4g11360,Afu4g11500,Afu4g12670,Afu4g12900,Afu5g01230,Afu5g01960,Afu5g03220,Afu5g05705,Afu5g05800,Afu5g06300,Afu5g06320,Afu5g07780,Afu5g08130,Afu5g08210,Afu5g08740,Afu5g09510,Afu5g11990,Afu5g13620,Afu5g14350,Afu6g00740,Afu6g02150,Afu6g04240,Afu6g04420,Afu6g04670,Afu6g04890,Afu6g05260,Afu6g07060,Afu6g07180,Afu6g07290,Afu6g10990,Afu6g11240,Afu6g12760,Afu6g14180,Afu7g03740,Afu7g04660,Afu7g05380,Afu7g05920,Afu7g06570,Afu8g01070,Afu8g02590,Afu8g04260,Afu8g04430,Afu8g05350,Afu8g05830,	28.8	3.15	4.39	3.93444080733e-26	5.70493917062e-25	1.14098783412e-24
GO:0005773	vacuole	254	68	Afu1g00100,Afu1g00970,Afu1g02850,Afu1g05960,Afu1g06071,Afu1g06840,Afu1g09090,Afu1g09540,Afu1g11900,Afu1g15490,Afu2g00420,Afu2g02310,Afu2g03090,Afu2g06170,Afu2g08630,Afu2g08740,Afu2g10930,Afu2g12710,Afu2g14570,Afu2g15370,Afu2g17810,Afu2g17890,Afu3g01030,Afu3g01630,Afu3g02150,Afu3g03240,Afu3g03310,Afu3g08180,Afu3g10770,Afu3g12370,Afu3g12830,Afu3g13980,Afu3g14560,Afu4g00140,Afu4g02750,Afu4g04150,Afu4g09990,Afu4g10140,Afu4g10270,Afu5g00160,Afu5g00420,Afu5g00930,Afu5g01310,Afu5g04100,Afu5g05640,Afu5g06220,Afu5g08130,Afu5g08560,Afu5g08740,Afu5g09190,Afu5g09300,Afu5g09750,Afu5g09900,Afu5g10590,Afu5g11660,Afu5g12720,Afu6g04760,Afu6g06640,Afu6g09110,Afu6g09550,Afu6g09880,Afu6g11800,Afu6g11810,Afu6g14140,Afu6g14530,Afu7g00710,Afu7g06570,Afu8g02690,	26.8	2.93	3.86	9.90349194739e-17	9.57337554914e-16	2.87201266474e-15
GO:0005794	Golgi apparatus	192	40	Afu1g01380,Afu1g01910,Afu1g05120,Afu1g06050,Afu1g09090,Afu1g12310,Afu2g02980,Afu2g10930,Afu2g12050,Afu2g15580,Afu2g15910,Afu3g09790,Afu3g10600,Afu3g12700,Afu3g13790,Afu4g03040,Afu4g06870,Afu4g08800,Afu4g10210,Afu4g10750,Afu4g11680,Afu4g13040,Afu5g03510,Afu5g06220,Afu5g08740,Afu5g11270,Afu5g13090,Afu6g02120,Afu6g04680,Afu6g12610,Afu6g12750,Afu6g13070,Afu6g14040,Afu7g01100,Afu7g05230,Afu8g00660,Afu8g00670,Afu8g02690,Afu8g04560,Afu8g05830,	20.8	2.28	2.7	4.7655669432e-07	3.45503603382e-06	1.38201441353e-05
GO:0005811	lipid droplet	33	8	Afu1g06500,Afu2g08600,Afu2g14220,Afu4g11500,Afu5g07780,Afu5g08960,Afu5g09510,Afu8g02590,	24.2	2.66	3.21	0.00821922595029	0.0476715105117	0.238357552558
