ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0005575	cellular component	2962	454	BDEG_20011,BDEG_20037,BDEG_20089,BDEG_20112,BDEG_20135,BDEG_20140,BDEG_20160,BDEG_20173,BDEG_20224,BDEG_20232,BDEG_20245,BDEG_20246,BDEG_20251,BDEG_20294,BDEG_20297,BDEG_20302,BDEG_20323,BDEG_20369,BDEG_20371,BDEG_20396,BDEG_20399,BDEG_20402,BDEG_20413,BDEG_20427,BDEG_20429,BDEG_20447,BDEG_20448,BDEG_20450,BDEG_20451,BDEG_20452,BDEG_20474,BDEG_20496,BDEG_20499,BDEG_20512,BDEG_20526,BDEG_20537,BDEG_20546,BDEG_20568,BDEG_20576,BDEG_20581,BDEG_20613,BDEG_20624,BDEG_20637,BDEG_20643,BDEG_20695,BDEG_20753,BDEG_20787,BDEG_20804,BDEG_20806,BDEG_20846,BDEG_20976,BDEG_20983,BDEG_20985,BDEG_20990,BDEG_21007,BDEG_21021,BDEG_21046,BDEG_21052,BDEG_21080,BDEG_21113,BDEG_21129,BDEG_21139,BDEG_21145,BDEG_21148,BDEG_21170,BDEG_21171,BDEG_21185,BDEG_21186,BDEG_21212,BDEG_21222,BDEG_21228,BDEG_21245,BDEG_21266,BDEG_21285,BDEG_21334,BDEG_21348,BDEG_21386,BDEG_21387,BDEG_21396,BDEG_21400,BDEG_21412,BDEG_21415,BDEG_21423,BDEG_21428,BDEG_21453,BDEG_21456,BDEG_21468,BDEG_21478,BDEG_21507,BDEG_21524,BDEG_21526,BDEG_21528,BDEG_21534,BDEG_21551,BDEG_21581,BDEG_21597,BDEG_21619,BDEG_21659,BDEG_21708,BDEG_21722,BDEG_21730,BDEG_21749,BDEG_21763,BDEG_21799,BDEG_21813,BDEG_21855,BDEG_21860,BDEG_21869,BDEG_21894,BDEG_21900,BDEG_21901,BDEG_21908,BDEG_21922,BDEG_21923,BDEG_21936,BDEG_21945,BDEG_21986,BDEG_21987,BDEG_21988,BDEG_22007,BDEG_22026,BDEG_22034,BDEG_22037,BDEG_22043,BDEG_22095,BDEG_22111,BDEG_22117,BDEG_22131,BDEG_22134,BDEG_22138,BDEG_22145,BDEG_22160,BDEG_22172,BDEG_22185,BDEG_22189,BDEG_22190,BDEG_22191,BDEG_22271,BDEG_22324,BDEG_22377,BDEG_22379,BDEG_22381,BDEG_22382,BDEG_22387,BDEG_22394,BDEG_22431,BDEG_22435,BDEG_22465,BDEG_22466,BDEG_22501,BDEG_22571,BDEG_22599,BDEG_22604,BDEG_22613,BDEG_22614,BDEG_22619,BDEG_22644,BDEG_22682,BDEG_22705,BDEG_22739,BDEG_22754,BDEG_22770,BDEG_22795,BDEG_22874,BDEG_22876,BDEG_22892,BDEG_22923,BDEG_22933,BDEG_22946,BDEG_22970,BDEG_23000,BDEG_23001,BDEG_23019,BDEG_23067,BDEG_23080,BDEG_23083,BDEG_23102,BDEG_23104,BDEG_23131,BDEG_23135,BDEG_23150,BDEG_23180,BDEG_23212,BDEG_23231,BDEG_23249,BDEG_23279,BDEG_23286,BDEG_23292,BDEG_23363,BDEG_23366,BDEG_23378,BDEG_23426,BDEG_23460,BDEG_23478,BDEG_23486,BDEG_23500,BDEG_23512,BDEG_23532,BDEG_23543,BDEG_23607,BDEG_23609,BDEG_23635,BDEG_23664,BDEG_23665,BDEG_23667,BDEG_23692,BDEG_23694,BDEG_23711,BDEG_23716,BDEG_23719,BDEG_23729,BDEG_23747,BDEG_23753,BDEG_23755,BDEG_23765,BDEG_23767,BDEG_23768,BDEG_23770,BDEG_23801,BDEG_23822,BDEG_23874,BDEG_23879,BDEG_23900,BDEG_23926,BDEG_23955,BDEG_23972,BDEG_23980,BDEG_23987,BDEG_23988,BDEG_24043,BDEG_24047,BDEG_24063,BDEG_24090,BDEG_24104,BDEG_24136,BDEG_24169,BDEG_24178,BDEG_24184,BDEG_24217,BDEG_24218,BDEG_24240,BDEG_24247,BDEG_24258,BDEG_24296,BDEG_24327,BDEG_24336,BDEG_24337,BDEG_24347,BDEG_24349,BDEG_24371,BDEG_24402,BDEG_24403,BDEG_24420,BDEG_24426,BDEG_24436,BDEG_24446,BDEG_24464,BDEG_24498,BDEG_24503,BDEG_24507,BDEG_24540,BDEG_24612,BDEG_24613,BDEG_24626,BDEG_24645,BDEG_24694,BDEG_24695,BDEG_24701,BDEG_24731,BDEG_24733,BDEG_24734,BDEG_24735,BDEG_24736,BDEG_24737,BDEG_24796,BDEG_24828,BDEG_24833,BDEG_24848,BDEG_24856,BDEG_24896,BDEG_24907,BDEG_24921,BDEG_24931,BDEG_24950,BDEG_24968,BDEG_25044,BDEG_25045,BDEG_25071,BDEG_25072,BDEG_25108,BDEG_25109,BDEG_25129,BDEG_25130,BDEG_25138,BDEG_25148,BDEG_25295,BDEG_25296,BDEG_25303,BDEG_25328,BDEG_25342,BDEG_25352,BDEG_25353,BDEG_25354,BDEG_25355,BDEG_25449,BDEG_25472,BDEG_25483,BDEG_25505,BDEG_25509,BDEG_25556,BDEG_25602,BDEG_25633,BDEG_25653,BDEG_25661,BDEG_25675,BDEG_25695,BDEG_25707,BDEG_25727,BDEG_25729,BDEG_25735,BDEG_25783,BDEG_25788,BDEG_25794,BDEG_25840,BDEG_25842,BDEG_25851,BDEG_25869,BDEG_25871,BDEG_25902,BDEG_25913,BDEG_25951,BDEG_25954,BDEG_25981,BDEG_25989,BDEG_25990,BDEG_25994,BDEG_26030,BDEG_26035,BDEG_26041,BDEG_26140,BDEG_26141,BDEG_26155,BDEG_26156,BDEG_26191,BDEG_26220,BDEG_26301,BDEG_26304,BDEG_26311,BDEG_26332,BDEG_26347,BDEG_26373,BDEG_26419,BDEG_26424,BDEG_26435,BDEG_26468,BDEG_26493,BDEG_26537,BDEG_26540,BDEG_26553,BDEG_26610,BDEG_26651,BDEG_26681,BDEG_26686,BDEG_26704,BDEG_26706,BDEG_26722,BDEG_26766,BDEG_26783,BDEG_26784,BDEG_26791,BDEG_26796,BDEG_26799,BDEG_26800,BDEG_26802,BDEG_26814,BDEG_26818,BDEG_26843,BDEG_26844,BDEG_26852,BDEG_26863,BDEG_26917,BDEG_26936,BDEG_26988,BDEG_26996,BDEG_27026,BDEG_27030,BDEG_27031,BDEG_27052,BDEG_27167,BDEG_27177,BDEG_27210,BDEG_27211,BDEG_27222,BDEG_27244,BDEG_27270,BDEG_27289,BDEG_27294,BDEG_27296,BDEG_27301,BDEG_27320,BDEG_27326,BDEG_27347,BDEG_27392,BDEG_27478,BDEG_27511,BDEG_27544,BDEG_27557,BDEG_27562,BDEG_27591,BDEG_27599,BDEG_27617,BDEG_27626,BDEG_27678,BDEG_27685,BDEG_27690,BDEG_27691,BDEG_27694,BDEG_27702,BDEG_27713,BDEG_27736,BDEG_27746,BDEG_27747,BDEG_27779,BDEG_27783,BDEG_27788,BDEG_27846,BDEG_27853,BDEG_27898,BDEG_27910,BDEG_27911,BDEG_27961,BDEG_27972,BDEG_27999,BDEG_28019,BDEG_28086,BDEG_28116,BDEG_28147,BDEG_28195,BDEG_28217,BDEG_28237,BDEG_28260,BDEG_28284,BDEG_28290,BDEG_28344,BDEG_28358,BDEG_28377,BDEG_28401,BDEG_28431,BDEG_28479,BDEG_28517,BDEG_28520,BDEG_28525,BDEG_28698,BDEG_28747,	15.3	1.7	13.25	8.36946875803e-86	1.59019906403e-84	1.59019906403e-84
GO:0005783	endoplasmic reticulum	136	39	BDEG_20089,BDEG_20369,BDEG_20568,BDEG_21170,BDEG_21186,BDEG_21212,BDEG_21228,BDEG_21597,BDEG_21749,BDEG_21894,BDEG_22172,BDEG_22387,BDEG_22394,BDEG_22739,BDEG_23083,BDEG_23135,BDEG_23286,BDEG_23378,BDEG_23478,BDEG_23729,BDEG_23753,BDEG_24047,BDEG_24218,BDEG_24296,BDEG_24856,BDEG_24921,BDEG_25295,BDEG_25871,BDEG_26035,BDEG_26419,BDEG_26537,BDEG_26651,BDEG_26863,BDEG_27222,BDEG_27678,BDEG_27713,BDEG_28019,BDEG_28284,BDEG_28520,	28.7	3.19	4.33	1.87720480581e-11	1.78334456552e-10	3.56668913104e-10
GO:0005886	plasma membrane	50	13	BDEG_20135,BDEG_20806,BDEG_21046,BDEG_21453,BDEG_21468,BDEG_21581,BDEG_22007,BDEG_22134,BDEG_22138,BDEG_24169,BDEG_25783,BDEG_27544,BDEG_28217,	26.0	2.89	3.62	0.000341718886273	0.00216421961306	0.00649265883918
