ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0005575	cellular component	2996	424	CNAG_00015,CNAG_00040,CNAG_00052,CNAG_00053,CNAG_00067,CNAG_00101,CNAG_00117,CNAG_00120,CNAG_00124,CNAG_00129,CNAG_00149,CNAG_00157,CNAG_00167,CNAG_00235,CNAG_00302,CNAG_00304,CNAG_00307,CNAG_00331,CNAG_00353,CNAG_00365,CNAG_00401,CNAG_00420,CNAG_00425,CNAG_00428,CNAG_00443,CNAG_00453,CNAG_00469,CNAG_00471,CNAG_00473,CNAG_00507,CNAG_00517,CNAG_00536,CNAG_00554,CNAG_00555,CNAG_00568,CNAG_00582,CNAG_00583,CNAG_00600,CNAG_00689,CNAG_00691,CNAG_00697,CNAG_00715,CNAG_00756,CNAG_00792,CNAG_00815,CNAG_00849,CNAG_00854,CNAG_00855,CNAG_00876,CNAG_00895,CNAG_00902,CNAG_00930,CNAG_00967,CNAG_00999,CNAG_01003,CNAG_01015,CNAG_01043,CNAG_01045,CNAG_01050,CNAG_01073,CNAG_01095,CNAG_01096,CNAG_01107,CNAG_01114,CNAG_01133,CNAG_01142,CNAG_01156,CNAG_01175,CNAG_01214,CNAG_01268,CNAG_01298,CNAG_01302,CNAG_01307,CNAG_01318,CNAG_01324,CNAG_01356,CNAG_01358,CNAG_01377,CNAG_01387,CNAG_01422,CNAG_01451,CNAG_01461,CNAG_01466,CNAG_01467,CNAG_01497,CNAG_01534,CNAG_01545,CNAG_01575,CNAG_01588,CNAG_01592,CNAG_01621,CNAG_01633,CNAG_01637,CNAG_01640,CNAG_01643,CNAG_01647,CNAG_01668,CNAG_01670,CNAG_01678,CNAG_01683,CNAG_01698,CNAG_01706,CNAG_01707,CNAG_01711,CNAG_01742,CNAG_01752,CNAG_01759,CNAG_01761,CNAG_01793,CNAG_01851,CNAG_01855,CNAG_01862,CNAG_01872,CNAG_01873,CNAG_01874,CNAG_01924,CNAG_01936,CNAG_01956,CNAG_01987,CNAG_02010,CNAG_02026,CNAG_02031,CNAG_02050,CNAG_02072,CNAG_02081,CNAG_02093,CNAG_02114,CNAG_02124,CNAG_02125,CNAG_02199,CNAG_02210,CNAG_02220,CNAG_02221,CNAG_02228,CNAG_02254,CNAG_02262,CNAG_02283,CNAG_02297,CNAG_02321,CNAG_02342,CNAG_02343,CNAG_02347,CNAG_02353,CNAG_02355,CNAG_02356,CNAG_02361,CNAG_02430,CNAG_02433,CNAG_02481,CNAG_02493,CNAG_02509,CNAG_02554,CNAG_02558,CNAG_02594,CNAG_02681,CNAG_02704,CNAG_02715,CNAG_02738,CNAG_02750,CNAG_02753,CNAG_02761,CNAG_02783,CNAG_02806,CNAG_02814,CNAG_02819,CNAG_02845,CNAG_02848,CNAG_02856,CNAG_02885,CNAG_02937,CNAG_02939,CNAG_02942,CNAG_02961,CNAG_02977,CNAG_02978,CNAG_03026,CNAG_03047,CNAG_03065,CNAG_03071,CNAG_03091,CNAG_03135,CNAG_03140,CNAG_03150,CNAG_03158,CNAG_03163,CNAG_03169,CNAG_03178,CNAG_03242,CNAG_03268,CNAG_03274,CNAG_03279,CNAG_03337,CNAG_03339,CNAG_03359,CNAG_03394,CNAG_03420,CNAG_03432,CNAG_03439,CNAG_03450,CNAG_03474,CNAG_03488,CNAG_03544,CNAG_03550,CNAG_03566,CNAG_03576,CNAG_03595,CNAG_03635,CNAG_03644,CNAG_03656,CNAG_03664,CNAG_03686,CNAG_03732,CNAG_03735,CNAG_03764,CNAG_03770,CNAG_03772,CNAG_03794,CNAG_03805,CNAG_03806,CNAG_03825,CNAG_03846,CNAG_03847,CNAG_03915,CNAG_03935,CNAG_03938,CNAG_03952,CNAG_03998,CNAG_04015,CNAG_04029,CNAG_04038,CNAG_04046,CNAG_04076,CNAG_04103,CNAG_04129,CNAG_04140,CNAG_04187,CNAG_04289,CNAG_04290,CNAG_04306,CNAG_04320,CNAG_04354,CNAG_04366,CNAG_04369,CNAG_04378,CNAG_04379,CNAG_04396,CNAG_04416,CNAG_04472,CNAG_04488,CNAG_04521,CNAG_04522,CNAG_04529,CNAG_04574,CNAG_04579,CNAG_04608,CNAG_04671,CNAG_04710,CNAG_04730,CNAG_04758,CNAG_04773,CNAG_04784,CNAG_04813,CNAG_04846,CNAG_04853,CNAG_04854,CNAG_04867,CNAG_04873,CNAG_04887,CNAG_04898,CNAG_04947,CNAG_04949,CNAG_04956,CNAG_05009,CNAG_05012,CNAG_05046,CNAG_05056,CNAG_05069,CNAG_05080,CNAG_05115,CNAG_05137,CNAG_05142,CNAG_05148,CNAG_05161,CNAG_05162,CNAG_05184,CNAG_05188,CNAG_05190,CNAG_05234,CNAG_05247,CNAG_05259,CNAG_05300,CNAG_05318,CNAG_05336,CNAG_05342,CNAG_05357,CNAG_05394,CNAG_05400,CNAG_05430,CNAG_05469,CNAG_05499,CNAG_05533,CNAG_05544,CNAG_05557,CNAG_05567,CNAG_05578,CNAG_05583,CNAG_05586,CNAG_05611,CNAG_05617,CNAG_05628,CNAG_05633,CNAG_05667,CNAG_05673,CNAG_05691,CNAG_05698,CNAG_05726,CNAG_05732,CNAG_05735,CNAG_05737,CNAG_05742,CNAG_05775,CNAG_05802,CNAG_05812,CNAG_05836,CNAG_05842,CNAG_05888,CNAG_05903,CNAG_05967,CNAG_06012,CNAG_06060,CNAG_06108,CNAG_06135,CNAG_06148,CNAG_06186,CNAG_06217,CNAG_06242,CNAG_06274,CNAG_06281,CNAG_06323,CNAG_06356,CNAG_06381,CNAG_06389,CNAG_06436,CNAG_06437,CNAG_06438,CNAG_06444,CNAG_06452,CNAG_06453,CNAG_06499,CNAG_06503,CNAG_06534,CNAG_06601,CNAG_06647,CNAG_06654,CNAG_06668,CNAG_06670,CNAG_06711,CNAG_06712,CNAG_06750,CNAG_06752,CNAG_06782,CNAG_06785,CNAG_06791,CNAG_06792,CNAG_06808,CNAG_06829,CNAG_06839,CNAG_06848,CNAG_06862,CNAG_06887,CNAG_06889,CNAG_06901,CNAG_06907,CNAG_06918,CNAG_06963,CNAG_06976,CNAG_06993,CNAG_06994,CNAG_06998,CNAG_07114,CNAG_07163,CNAG_07334,CNAG_07335,CNAG_07406,CNAG_07448,CNAG_07486,CNAG_07488,CNAG_07508,CNAG_07520,CNAG_07588,CNAG_07604,CNAG_07612,CNAG_07685,CNAG_07695,CNAG_07749,CNAG_07759,CNAG_07796,CNAG_07804,CNAG_07870,CNAG_07881,CNAG_07897,CNAG_07916,CNAG_07917,CNAG_07937,CNAG_07939,CNAG_07969,CNAG_07975,CNAG_07987,CNAG_07990,CNAG_08000,CNAG_08012,CNAG_08018,CNAG_08019,CNAG_08020,CNAG_08027,CNAG_09000,CNAG_09002,CNAG_09004,CNAG_09005,CNAG_09006,CNAG_09007,CNAG_09009,CNAG_09011,CNAG_09012,	14.2	1.52	6.54	7.62624671639e-53	1.14393700746e-51	1.14393700746e-51
GO:0005783	endoplasmic reticulum	130	42	CNAG_00067,CNAG_00401,CNAG_00420,CNAG_00473,CNAG_00854,CNAG_01003,CNAG_01298,CNAG_01307,CNAG_01592,CNAG_01643,CNAG_01647,CNAG_01956,CNAG_02347,CNAG_02355,CNAG_02356,CNAG_02715,CNAG_02761,CNAG_02937,CNAG_03026,CNAG_03686,CNAG_03770,CNAG_04046,CNAG_04187,CNAG_04488,CNAG_04574,CNAG_04608,CNAG_04853,CNAG_05137,CNAG_05142,CNAG_05557,CNAG_05617,CNAG_05673,CNAG_05691,CNAG_05775,CNAG_06444,CNAG_06534,CNAG_06654,CNAG_06750,CNAG_06839,CNAG_06887,CNAG_06901,CNAG_07987,	32.3	3.47	5.0	1.0124087977e-13	7.59306598272e-13	1.51861319654e-12
GO:0005886	plasma membrane	50	12	CNAG_01003,CNAG_01678,CNAG_02114,CNAG_02856,CNAG_03576,CNAG_03664,CNAG_04867,CNAG_05259,CNAG_05469,CNAG_05499,CNAG_06242,CNAG_06752,	24.0	2.58	3.13	0.00167441199377	0.00837205996883	0.0251161799065
